iso3_code,month,tests_total,schools_total,tests_starlink,schools_starlink,isps_total,school_share_pct,test_share_pct
TCA,2025-08,141,6,0,0,2,0.0,0.0
TCA,2025-09,733,13,0,0,3,0.0,0.0
TCA,2025-10,933,15,4,1,4,6.7,0.4
TCA,2025-11,804,14,1,1,6,7.1,0.1
TCA,2025-12,384,13,8,1,3,7.7,2.1
TCA,2026-01,706,14,4,1,4,7.1,0.6
TCA,2026-02,657,16,11,1,3,6.2,1.7
TCA,2026-03,723,14,7,1,3,7.1,1.0
TCA,2026-04,566,14,4,1,3,7.1,0.7
TCA,2026-05,688,13,4,1,4,7.7,0.6
TCA,2026-06,328,14,9,1,3,7.1,2.7
TCA,2026-07,238,11,0,0,3,0.0,0.0
TCA,2026-08,189,11,0,0,3,0.0,0.0
TTO,2023-02,587,16,0,0,4,0.0,0.0
TTO,2023-03,2376,93,0,0,7,0.0,0.0
TTO,2023-04,1372,75,0,0,8,0.0,0.0
TTO,2023-05,750,54,0,0,7,0.0,0.0
TTO,2023-06,1167,49,0,0,8,0.0,0.0
TTO,2023-07,999,43,0,0,8,0.0,0.0
TTO,2023-08,907,44,0,0,8,0.0,0.0
TTO,2023-09,1198,46,0,0,7,0.0,0.0
TTO,2023-10,1097,39,0,0,8,0.0,0.0
TTO,2023-11,867,42,0,0,7,0.0,0.0
TTO,2023-12,646,33,0,0,8,0.0,0.0
TTO,2024-01,799,33,0,0,8,0.0,0.0
TTO,2024-02,651,30,0,0,8,0.0,0.0
TTO,2024-03,692,28,0,0,7,0.0,0.0
TTO,2024-04,644,22,0,0,6,0.0,0.0
TTO,2024-05,924,30,0,0,7,0.0,0.0
TTO,2024-06,616,28,0,0,7,0.0,0.0
TTO,2024-07,655,27,0,0,7,0.0,0.0
TTO,2024-08,594,25,0,0,8,0.0,0.0
TTO,2024-09,604,24,0,0,8,0.0,0.0
TTO,2024-10,585,39,0,0,7,0.0,0.0
TTO,2024-11,527,30,0,0,12,0.0,0.0
TTO,2024-12,546,27,0,0,9,0.0,0.0
TTO,2025-01,1200,30,0,0,11,0.0,0.0
TTO,2025-02,1253,28,0,0,9,0.0,0.0
TTO,2025-03,1331,29,0,0,9,0.0,0.0
TTO,2025-04,831,25,0,0,9,0.0,0.0
TTO,2025-05,1085,29,0,0,10,0.0,0.0
TTO,2025-06,1061,26,0,0,11,0.0,0.0
TTO,2025-07,815,23,0,0,8,0.0,0.0
TTO,2025-08,738,24,0,0,9,0.0,0.0
TTO,2025-09,913,25,0,0,12,0.0,0.0
TTO,2025-10,985,22,0,0,9,0.0,0.0
TTO,2025-11,813,18,0,0,9,0.0,0.0
TTO,2025-12,666,16,0,0,8,0.0,0.0
TTO,2026-01,864,20,0,0,8,0.0,0.0
TTO,2026-02,965,21,0,0,6,0.0,0.0
TTO,2026-03,1225,23,0,0,6,0.0,0.0
TTO,2026-04,936,18,0,0,6,0.0,0.0
TTO,2026-05,777,17,0,0,6,0.0,0.0
TTO,2026-06,517,12,0,0,5,0.0,0.0
TTO,2026-07,618,13,0,0,7,0.0,0.0
TTO,2026-08,410,13,0,0,6,0.0,0.0
UZB,2023-01,6781,432,0,0,6,0.0,0.0
UZB,2023-02,7872,385,0,0,4,0.0,0.0
UZB,2023-03,6863,322,0,0,4,0.0,0.0
UZB,2023-04,6633,300,0,0,5,0.0,0.0
UZB,2023-05,3343,221,0,0,4,0.0,0.0
UZB,2023-06,2666,171,0,0,3,0.0,0.0
UZB,2023-07,1264,121,0,0,4,0.0,0.0
UZB,2023-08,2315,152,0,0,5,0.0,0.0
UZB,2023-09,5712,186,0,0,4,0.0,0.0
UZB,2023-10,5043,168,0,0,4,0.0,0.0
UZB,2023-11,3906,158,0,0,4,0.0,0.0
UZB,2023-12,3413,150,0,0,3,0.0,0.0
UZB,2024-01,3357,137,0,0,3,0.0,0.0
UZB,2024-02,3467,128,0,0,4,0.0,0.0
UZB,2024-03,3053,121,0,0,5,0.0,0.0
UZB,2024-04,2848,117,0,0,4,0.0,0.0
UZB,2024-05,336177,2488,0,0,11,0.0,0.0
UZB,2024-06,5594,269,0,0,4,0.0,0.0
UZB,2024-07,2720,164,0,0,5,0.0,0.0
UZB,2024-08,4043,246,0,0,5,0.0,0.0
UZB,2024-09,10008,313,0,0,4,0.0,0.0
UZB,2024-10,10420,288,0,0,5,0.0,0.0
UZB,2024-11,8098,282,0,0,8,0.0,0.0
UZB,2024-12,8558,278,0,0,8,0.0,0.0
UZB,2025-01,7391,263,0,0,8,0.0,0.0
UZB,2025-02,7755,245,0,0,8,0.0,0.0
UZB,2025-03,5506,223,0,0,8,0.0,0.0
UZB,2025-04,4926,180,0,0,5,0.0,0.0
UZB,2025-05,5627,415,0,0,9,0.0,0.0
UZB,2025-06,5993,358,0,0,10,0.0,0.0
UZB,2025-07,3338,263,0,0,8,0.0,0.0
UZB,2025-08,5044,310,0,0,13,0.0,0.0
UZB,2025-09,18380,375,0,0,16,0.0,0.0
UZB,2025-10,15620,374,0,0,15,0.0,0.0
UZB,2025-11,203994,8207,20,1,30,0.0,0.0
UZB,2025-12,807062,9883,17,1,45,0.0,0.0
UZB,2026-01,712560,9567,6,1,43,0.0,0.0
UZB,2026-02,739616,9358,14,1,49,0.0,0.0
UZB,2026-03,605144,9053,9,1,41,0.0,0.0
UZB,2026-04,689146,8827,0,0,38,0.0,0.0
UZB,2026-05,519346,8526,0,0,41,0.0,0.0
UZB,2026-06,256073,7392,0,0,37,0.0,0.0
UZB,2026-07,128701,5781,0,0,20,0.0,0.0
UZB,2026-08,205581,6847,0,0,32,0.0,0.0
VCT,2023-01,19,3,0,0,1,0.0,0.0
VCT,2023-02,48,5,0,0,1,0.0,0.0
VCT,2023-03,89,8,0,0,2,0.0,0.0
VCT,2023-04,45,6,0,0,2,0.0,0.0
VCT,2023-05,12,2,0,0,1,0.0,0.0
VCT,2023-06,3,2,0,0,1,0.0,0.0
VCT,2024-05,35,5,0,0,2,0.0,0.0
VCT,2024-06,89,7,0,0,2,0.0,0.0
VCT,2024-07,19,4,0,0,1,0.0,0.0
VCT,2024-08,48,5,0,0,2,0.0,0.0
VCT,2024-09,101,6,0,0,1,0.0,0.0
VCT,2024-10,91,5,0,0,1,0.0,0.0
VCT,2024-11,179,5,0,0,5,0.0,0.0
VCT,2024-12,121,5,0,0,2,0.0,0.0
VCT,2025-01,163,5,0,0,4,0.0,0.0
VCT,2025-02,199,6,0,0,4,0.0,0.0
VCT,2025-03,258,6,0,0,2,0.0,0.0
VCT,2025-04,129,6,0,0,2,0.0,0.0
VCT,2025-05,220,6,0,0,2,0.0,0.0
VCT,2025-06,160,5,0,0,3,0.0,0.0
VCT,2025-07,28,3,0,0,2,0.0,0.0
VCT,2025-09,175,5,0,0,3,0.0,0.0
VCT,2025-10,187,4,0,0,3,0.0,0.0
VCT,2025-11,109,5,0,0,3,0.0,0.0
VCT,2025-12,83,5,0,0,2,0.0,0.0
VCT,2026-01,138,5,0,0,4,0.0,0.0
VCT,2026-02,220,8,0,0,2,0.0,0.0
VCT,2026-03,774,19,0,0,3,0.0,0.0
VCT,2026-04,706,18,0,0,3,0.0,0.0
VCT,2026-05,666,14,0,0,2,0.0,0.0
VCT,2026-06,478,13,0,0,2,0.0,0.0
VCT,2026-07,33,6,0,0,2,0.0,0.0
VCT,2026-08,61,5,0,0,2,0.0,0.0
VGB,2023-01,12,9,0,0,2,0.0,0.0
VGB,2023-02,4,3,0,0,2,0.0,0.0
ZAF,2025-09,1152,69,0,0,21,0.0,0.0
ZAF,2025-10,2532,69,0,0,24,0.0,0.0
ZAF,2025-11,2197,76,0,0,25,0.0,0.0
ZAF,2025-12,1014,68,0,0,17,0.0,0.0
ZAF,2026-01,1627,92,0,0,21,0.0,0.0
ZAF,2026-02,2843,116,0,0,26,0.0,0.0
ZAF,2026-03,5042,139,0,0,32,0.0,0.0
ZAF,2026-04,4140,158,0,0,38,0.0,0.0
ZAF,2026-05,4797,167,0,0,34,0.0,0.0
ZAF,2026-06,4080,159,0,0,29,0.0,0.0
ZAF,2026-07,2623,149,0,0,23,0.0,0.0
ZAF,2026-08,4019,151,0,0,22,0.0,0.0
ZMB,2025-11,189,28,0,0,3,0.0,0.0
ZMB,2025-12,1454,55,1,1,9,1.8,0.1
ZMB,2026-01,1593,52,0,0,14,0.0,0.0
ZMB,2026-02,1688,46,1,1,14,2.2,0.1
ZMB,2026-03,1745,43,2,1,11,2.3,0.1
ZMB,2026-04,929,38,0,0,9,0.0,0.0
ZMB,2026-05,1321,40,0,0,5,0.0,0.0
ZMB,2026-06,1339,39,0,0,7,0.0,0.0
ZMB,2026-07,1133,38,8,2,8,5.3,0.7
ZMB,2026-08,599,34,0,0,5,0.0,0.0
,2023-01,292,22,0,0,8,0.0,0.0
,2023-02,504,25,0,0,8,0.0,0.0
,2023-03,768,28,0,0,14,0.0,0.0
,2023-04,664,41,0,0,20,0.0,0.0
,2023-05,342,25,0,0,12,0.0,0.0
,2023-06,341,22,0,0,16,0.0,0.0
,2023-07,123,23,0,0,16,0.0,0.0
,2023-08,420,35,0,0,17,0.0,0.0
,2023-09,893,46,0,0,19,0.0,0.0
,2023-10,807,45,0,0,18,0.0,0.0
,2023-11,611,41,0,0,17,0.0,0.0
,2023-12,530,34,0,0,16,0.0,0.0
,2024-01,533,31,0,0,14,0.0,0.0
,2024-02,272,28,0,0,14,0.0,0.0
,2024-03,146,11,0,0,9,0.0,0.0
,2024-04,114,8,0,0,7,0.0,0.0
,2024-05,31818,8,316,0,90,0.0,1.0
,2024-06,1032,7,19,0,27,0.0,1.8
,2024-07,815,11,1,0,26,0.0,0.1
,2024-08,718,12,8,1,20,8.3,1.1
,2024-09,1274,14,127,1,28,7.1,10.0
,2024-10,901,7,161,1,23,14.3,17.9
,2024-11,694,10,180,1,24,10.0,25.9
,2024-12,762,9,159,0,18,0.0,20.9
,2025-01,814,10,190,0,16,0.0,23.3
,2025-02,879,15,169,0,24,0.0,19.2
,2025-03,854,18,100,0,23,0.0,11.7
,2025-04,855,17,154,0,21,0.0,18.0
,2025-05,709,16,73,0,24,0.0,10.3
,2025-06,569,15,32,0,19,0.0,5.6
,2025-07,287,11,2,0,17,0.0,0.7
,2025-08,340,14,0,0,17,0.0,0.0
,2025-09,494,13,0,0,19,0.0,0.0
,2025-10,522,10,0,0,16,0.0,0.0
,2025-11,526,9,0,0,16,0.0,0.0
,2025-12,326,9,0,0,17,0.0,0.0
,2026-01,386,10,0,0,21,0.0,0.0
,2026-02,424,12,0,0,15,0.0,0.0
,2026-03,467,11,2,1,12,9.1,0.4
,2026-04,446,11,24,1,14,9.1,5.4
,2026-05,407,11,62,1,13,9.1,15.2
,2026-06,267,8,80,1,11,12.5,30.0
,2026-07,216,6,76,1,9,16.7,35.2
,2026-08,125,5,16,1,9,20.0,12.8
